0,0,1.6784,6.8549,5.498,0,3.498,9.0706,10.1137,0,7.1137,6.1843,0,7.4902,0,13.7569,9.2275,6.9922,8.8627,0,0,0.7529,4.0118,11.3059,6.5373,15.0,17.0,A
0,0,0,1,5.7451,0,0,2,11.7569,2,0,4.1529,6.5451,12.4431,0,4.7333,8.851,0.8627,11.2157,0,14.6627,11.9686,11.2157,15.1529,7.7294,14.0,15.0,A
0,0,1,11.2235,4.9961,0,5.6314,13.7373,2.7529,0,8.7294,6.5725,12.3843,0,0,13.2196,6.0235,14.1294,4.5608,1.6353,0,0,11.898,9.1216,8.7765,11.0,13.0,A
0,0,0,2.9804,11.349,2,9.7294,14.6784,8.5686,4.0039,11.7961,4.1961,11.2157,3.7647,0,5.6314,6.5765,14.2431,2.2588,0,0,0.9412,4.7569,10.0039,7.2314,13.0,12.0,A
0,0,1.7922,5.4275,10.251,0,3.2353,13.8667,12.6863,0,6.298,12.9882,7.9843,9.0118,0,14.4275,0.9373,3.7255,11.2549,0,6.7686,9.2157,9.6078,13.098,5.9608,10.0,15.0,A
0,0,0,3.7569,8.5059,0,2.2353,8.2784,8.4353,2.6353,6.9922,10.5098,11.8078,7.6039,0,15.0196,3.7569,7.451,7.4902,0,3.2,4.698,12.5451,13.8784,8.7529,13.0,16.0,A
0,0,0,3,9.9882,0,0,4,7,0,6.3373,10.8627,7.7412,8,0,13.7804,14.8314,7.3608,12.5569,0,0,0,6.2549,15.2549,9,14.0,14.0,A
0,0,1.6824,4,11.3647,0,0,15.3059,7.851,0,3.7569,9.4039,8.7412,5.9961,0,14.5529,9.3725,7.4902,13.498,2.4275,6.0235,7.5294,7.5294,13.749,11.749,11.0,14.0,A
0,0,0,10.9725,5.502,0,0,3.7451,10.2471,0.7529,0,6.2431,9.4902,11.498,0.7529,13.4196,12.2039,7.451,17.2235,3.7647,6.2235,7.4902,7.4902,11.3569,11.1098,12.0,12.0,A
0,0,0,9.7294,2.2588,0,2.9804,10.7216,4.9961,0,0.7451,5.9294,10.2549,0.7529,0,11.5059,12.9255,13.4824,5.9922,0,10.2275,11.2549,11.2549,11.0039,7.4863,15.0,14.0,A
0,1.4902,6.6824,8.3843,0,0,5.4902,11.1843,0,0,8.9804,7.6314,9,1.5059,0,14.2275,11.2157,14.8549,9.6196,5.8,0,0,0,1.5059,9.098,11.0,14.0,A
0,0,0,2.4902,8.9765,0,0,5.6275,16.8078,6.5176,4.7333,10.7294,5.7569,12.0078,0,15.1647,8.2431,3.7255,12,0,8.0078,14.9804,14.9804,14.7373,5.9608,10.0,14.0,A
0,0,0,3.5882,12.0471,0,0,5.6392,10.7412,1.8824,0,5.8745,6.5765,8.5451,0,13.0627,9.4824,3.7255,8.2353,0,8.0078,14.9804,14.9804,12.8471,5.9608,11.0,16.0,A
0,0,0,4.2431,9.6157,0,0,5.6275,11.702,1.5059,3.2353,7.6392,10.1098,9.749,0,17.3412,7.7255,10.0627,10.098,2.9804,14.2431,14.9804,16.4706,16.4863,11.9843,10.0,14.0,A
0,0,7.2314,12.5255,8.5647,5.6824,12.0941,16.3686,3.0118,6.9922,11.0118,5.4235,14.9373,4.4471,5.7412,11.8588,9.2902,2.8196,4.8157,3.7255,4.251,5.4941,0,4,8.8471,12.0,17.0,B
3.3647,11.4039,11.5843,12.7059,15.9765,12.7451,6.9333,19.3176,5.2706,6.8706,11.6314,3.7255,16.4353,7.2549,3.7255,12.5529,9.6784,5.749,10.3176,3.7255,3.0118,6.0235,0,8.3608,8.3373,11.0,15.0,B
2.9804,3.7255,4.3569,13.102,11.0627,16.8314,19.0745,20.898,7.5176,7.0706,12.9333,6.9294,17.9137,3.5059,3.9804,12,9.9686,14.6784,7.2392,3.7255,1.5059,12.8706,6.3843,8.7294,7.8275,9.0,17.0,B
3.1686,10.2824,11.2157,11.5922,13.4745,16.8549,10.8941,8.2745,7.5294,5.2314,11.6235,6.3608,9.1255,0,3.7255,12.2392,9.9137,7.7647,4,3.7255,4.9961,13.8667,1.5059,7.4902,7.8275,10.0,15.0,B
5.7961,14.7922,14.9804,16.4706,13.1333,12.1647,1.6941,0,0,9.4235,11.9843,4.4863,11.9922,0,7.451,6.4431,10.9176,12.9451,7.6196,8.3882,0,1.5059,1.5059,8.9882,12.3373,11.0,13.0,B
3.3647,14.6275,18.4118,15.4431,13.2667,11.2235,4.6667,12.349,0,6.9922,10.7451,7.2314,14.5059,3.5059,4.9882,12.5529,12.549,4.2588,6.4353,3.9804,3.0118,3.0118,0,5.5059,9.3725,11.0,16.0,B
1.4902,3.7255,3.7255,7.3451,15.5451,12.2431,14.9804,14.9804,12.4941,8.7373,11.2549,0.9333,3.6784,0,3.9804,15.7333,13.098,13.6196,3.9961,8.7294,6.0235,6.0235,2,11.4824,9.9765,10.0,15.0,B
3.1686,8.7843,11.2157,13.2314,15.502,17.7725,15.9529,11.2941,2.2588,4.302,12.9882,1.5059,7.9608,1.5059,7.2314,7.6863,10.9882,15.7294,4.7529,11.2157,0,5.5059,4,7.4902,11.2157,9.0,14.0,B
0,4.7333,11.2157,15.5333,9.1961,3,13.4157,8.5137,6.3922,11.1294,8.251,8.7922,9.702,0,7.2314,11.6235,7.4902,10.7647,3.9804,6.149,11.7412,10.8392,5.0118,13.9843,12.3608,10.0,15.0,B
1.4902,3.7255,5.7333,14.949,17.6471,11.9843,11.6314,7.2549,3.7647,8.5882,8.9176,0,1.4902,1.4902,7.451,9.7529,3.2588,4.2353,13.2471,10.4588,4,8.9804,9.451,6.502,5.5059,11.0,12.0,B
0,0.7451,7.7412,14.9804,9.2392,0,6.9961,6.9961,0,10.2784,3,6,0,0,4.1098,8.4863,0,0,0,3.7255,8.502,0,0,0,1.4902,10.0,15.0,C
0,0,7.2431,13.9843,7.9961,0,4.9373,5.5059,0,4.2353,1,5.7569,0,0,3.7255,5.8745,4,0,0,3.7255,7.5137,0,0,0,1.4902,10.0,14.0,C
